team,result,margin,br,toss,bat,opposition,ground,date,url,scrapped_date
Ireland,lost,11 run,,won,2nd,England,Dublin,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=132;template=results;type=team;view=results,2021-02-12
England,won,7 wicke,5,,,India,Southampton,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=132;template=results;type=team;view=results,2021-02-12
India,lost,7 wicke,5,,,England,Southampton,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=132;template=results;type=team;view=results,2021-02-12
Pakistan,won,5 run,,won,1st,Zimbabwe,Bulawayo,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=132;template=results;type=team;view=results,2021-02-12
Zimbabwe,lost,5 run,,lost,2nd,Pakistan,Bulawayo,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=132;template=results;type=team;view=results,2021-02-12
England,won,3 wicke,7,won,2nd,India,Oval,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=132;template=results;type=team;view=results,2021-02-12
India,lost,3 wicke,7,lost,1st,England,Oval,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=132;template=results;type=team;view=results,2021-02-12
Pakistan,won,10 wicke,47,,,Zimbabwe,Harare,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=132;template=results;type=team;view=results,2021-02-12
Zimbabwe,lost,10 wicke,47,,,Pakistan,Harare,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=132;template=results;type=team;view=results,2021-02-12
Netherlands,won,2 wicke,6,lost,2nd,Kenya,Hague,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=132;template=results;type=team;view=results,2021-02-12
Kenya,lost,2 wicke,6,won,1st,Netherlands,Hague,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=132;template=results;type=team;view=results,2021-02-12
Netherlands,won,4 wicke,30,lost,2nd,Kenya,Hague,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=132;template=results;type=team;view=results,2021-02-12
Kenya,lost,4 wicke,30,won,1st,Netherlands,Hague,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=132;template=results;type=team;view=results,2021-02-12
Pakistan,won,28 run,,lost,1st,Zimbabwe,Harare,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=132;template=results;type=team;view=results,2021-02-12
Zimbabwe,lost,28 run,,won,2nd,Pakistan,Harare,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=132;template=results;type=team;view=results,2021-02-12
England,won,6 wicke,10,,,India,Cardiff,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=132;template=results;type=team;view=results,2021-02-12
India,lost,6 wicke,10,,,England,Cardiff,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=132;template=results;type=team;view=results,2021-02-12
Ireland,won,133 run,,lost,1st,Canada,Dublin,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=132;template=results;type=team;view=results,2021-02-12
Canada,lost,133 run,,won,2nd,Ireland,Dublin,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=132;template=results;type=team;view=results,2021-02-12
Ireland,won,56 run,,won,1st,Canada,Dublin,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=132;template=results;type=team;view=results,2021-02-12
Canada,lost,56 run,,lost,2nd,Ireland,Dublin,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=132;template=results;type=team;view=results,2021-02-12
West Indies,won, 40 run,,,,Bangladesh,Dhaka,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=132;template=results;type=team;view=results,2021-02-12
Bangladesh,lost,40 run,,won,2nd,West Indies,Dhaka,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=132;template=results;type=team;view=results,2021-02-12
West Indies,won, 8 wicke,,,,Bangladesh,Dhaka,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=132;template=results;type=team;view=results,2021-02-12
Bangladesh,lost,8 wicke,44,won,1st,West Indies,Dhaka,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=132;template=results;type=team;view=results,2021-02-12
India,won,8 wicke,80,,,England,Delhi,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
England,lost,8 wicke,80,,,India,Delhi,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
Bangladesh,won,8 wicke,180,won,2nd,West Indies,Chattogram,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
West Indies,lost, 8 wicke,,,,Bangladesh,Chattogram,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
Australia,won,93 run,,lost,1st,East Africa,Centurion,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
South Africa,lost, 93 run,,,,Australia,Centurion,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
New Zealand,won, 9 wicke,,,,Zimbabwe,Harare,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
Zimbabwe,lost,9 wicke,39,won,1st,New Zealand,Harare,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
India,won,5 wicke,4,,,England,Mohali,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
England,lost,5 wicke,4,,,India,Mohali,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
New Zealand,won, 4 wicke,,,,Zimbabwe,Harare,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
Zimbabwe,lost,4 wicke,10,lost,1st,New Zealand,Harare,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
India,won,6 wicke,59,,,England,Mumbai,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
England,lost,6 wicke,59,,,India,Mumbai,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
South Africa,won, 80 run,,won,1st,Australia,Elizabeth,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
Australia,lost,80 run,,,,East Africa,Elizabeth,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
Zimbabwe,won,1 wicke,1,lost,2nd,New Zealand,Bulawayo,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
New Zealand,lost, 1 wicke,,,,Zimbabwe,Bulawayo,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
India,won,95 run,,lost,1st,England,Kolkata,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
England,lost,95 run,,won,2nd,India,Kolkata,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
Australia,won,3 wicke,15,lost,2nd,East Africa,Durban,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
South Africa,lost, 3 wicke,,,,Australia,Durban,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
Pakistan,won,8 wicke,169,lost,2nd,Sri Lanka,Dubai,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
Sri Lanka,lost, 8 wicke,,,,Pakistan,Dubai,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
Sri Lanka,won, 25 run,,won,1st,Pakistan,Dubai,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
Pakistan,lost,25 run,,,,Sri Lanka,Dubai,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
Pakistan,won,21 run,,,,Sri Lanka,Dubai,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
Sri Lanka,lost, 21 run,,lost,2nd,Pakistan,Dubai,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
Pakistan,won,26 run,,won,1st,Sri Lanka,Sharjah,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
Sri Lanka,lost, 26 run,,,,Pakistan,Sharjah,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
Pakistan,won,3 wicke,16,lost,2nd,Sri Lanka,Dhabi,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
Sri Lanka,lost, 3 wicke,,,,Pakistan,Dhabi,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
India,won,1 wicke,7,won,2nd,West Indies,Cuttack,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
West Indies,lost, 1 wicke,,,,India,Cuttack,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
Pakistan,won,5 wicke,146,,,Bangladesh,Dhaka,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
Bangladesh,lost,5 wicke,146,,,Pakistan,Dhaka,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
India,won,5 wicke,11,won,2nd,West Indies,Visakhapatnam,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
West Indies,lost, 5 wicke,,,,India,Visakhapatnam,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
Pakistan,won,76 run,,won,1st,Bangladesh,Dhaka,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
Bangladesh,lost,76 run,,lost,2nd,Pakistan,Dhaka,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
West Indies,won, 16 run,,,,India,Ahmedabad,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
India,lost,16 run,,won,2nd,West Indies,Ahmedabad,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
Pakistan,won,58 run,,won,1st,Bangladesh,Chattogram,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
Bangladesh,lost,58 run,,lost,2nd,Pakistan,Chattogram,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
India,won,153 run,,won,1st,West Indies,Indore,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
West Indies,lost, 153 run,,,,India,Indore,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
India,won,34 run,,won,1st,West Indies,Chennai,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
West Indies,lost, 34 run,,,,India,Chennai,2011,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
South Africa,won, 258 run,,won,1st,Sri Lanka,Paarl,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
Sri Lanka,lost, 258 run,,lost,2nd,East Africa,Paarl,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=133;template=results;type=team;view=results,2021-02-12
South Africa,won, 4 run,,lost,2nd,Sri Lanka,Bloemfontein,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
Sri Lanka,lost, 4 run,,won,1st,East Africa,Bloemfontein,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
Sri Lanka,won, 5 wicke,,,,South Africa,Kimberley,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
South Africa,lost, 5 wicke,,,,Sri Lanka,Kimberley,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
Sri Lanka,won, 2 wicke,,,,South Africa,Johannesburg,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
South Africa,lost, 2 wicke,,,,Sri Lanka,Johannesburg,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
New Zealand,won, 90 run,,,,Zimbabwe,Dunedin,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
Zimbabwe,lost,90 run,,won,2nd,New Zealand,Dunedin,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
Australia,won,65 run,,lost,1st,India,Melbourne,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
India,lost,65 run,,won,2nd,Australia,Melbourne,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
New Zealand,won, 141 run,,,,Zimbabwe,Whangarei,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
Zimbabwe,lost,141 run,,won,2nd,New Zealand,Whangarei,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
India,won,4 wicke,20,lost,2nd,Sri Lanka,Perth,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
Sri Lanka,lost, 4 wicke,,,,India,Perth,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
New Zealand,won, 202 run,,,,Zimbabwe,Napier,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
Zimbabwe,lost,202 run,,lost,2nd,New Zealand,Napier,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
Australia,won,5 run,,lost,1st,Sri Lanka,Perth,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
Sri Lanka,lost, 5 run,,,,Australia,Perth,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
Pakistan,won,7 wicke,77,,,Afghanistan,Sharjah,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
Afghanistan,lost,7 wicke,77,,,Pakistan,Sharjah,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
India,won,4 wicke,2,,,Australia,Adelaide,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
Australia,lost,4 wicke,2,,,India,Adelaide,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
England,won,130 run,,won,1st,Abu,Dhabi,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
Pakistan,lost,130 run,,lost,2nd,Abu,Dhabi,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
India,tied,,,,,Sri Lanka,Adelaide,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
Sri Lanka,,,,won,1st,India,Adelaide,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
England,won,20 run,,won,1st,Abu,Dhabi,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
Pakistan,lost,20 run,,lost,2nd,Abu,Dhabi,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
Sri Lanka,won, 8 wicke,,,,Australia,Sydney,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
Australia,lost,8 wicke,101,won,1st,Sri Lanka,Sydney,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
Kenya,won,7 wicke,44,,,Ireland,Mombasa,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
Ireland,lost,7 wicke,44,,,Kenya,Mombasa,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
England,won,9 wicke,76,lost,2nd,Pakistan,Dubai,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
Pakistan,lost,9 wicke,76,won,1st,England,Dubai,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
Australia,won,110 run,,won,1st,India,Brisbane,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
India,lost,110 run,,lost,2nd,Australia,Brisbane,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
Ireland,won,117 run,,won,1st,Kenya,Mombasa,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
Kenya,lost,117 run,,lost,2nd,Ireland,Mombasa,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
Sri Lanka,won, 51 run,,,,India,Brisbane,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
India,lost,51 run,,lost,2nd,Sri Lanka,Brisbane,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
England,won,4 wicke,4,lost,2nd,Pakistan,Dubai,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
Pakistan,lost,4 wicke,4,won,1st,England,Dubai,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
Sri Lanka,won, 3 wicke,,,,Australia,Hobart,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
Australia,lost,3 wicke,4,won,1st,Sri Lanka,Hobart,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
South Africa,won, 6 wicke,,,,New Zealand,Wellington,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
New Zealand,lost, 6 wicke,,,,South Africa,Wellington,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
Australia,won,87 run,,won,1st,India,Sydney,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
India,lost,87 run,,lost,2nd,Australia,Sydney,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=134;template=results;type=team;view=results,2021-02-12
India,won,7 wicke,80,won,2nd,Sri Lanka,Hobart,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=135;template=results;type=team;view=results,2021-02-12
Sri Lanka,lost, 7 wicke,,,,India,Hobart,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=135;template=results;type=team;view=results,2021-02-12
South Africa,won, 6 wicke,,,,New Zealand,Napier,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=135;template=results;type=team;view=results,2021-02-12
New Zealand,lost, 6 wicke,,,,South Africa,Napier,2012,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=135;template=results;type=team;view=results,2021-02-12
