team,result,margin,br,toss,bat,opposition,ground,date,url,scrapped_date
New,Zealand,won 8,wickets,18,won,v India,Leeds,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=3;template=results;type=team;view=results,2021-02-12
India,lost,8 wickets,18,lost,1st,New Zealand,Leeds,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=3;template=results;type=team;view=results,2021-02-12
Pakistan,won,89 runs,,lost,1st,Australia,Nottingham,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=3;template=results;type=team;view=results,2021-02-12
Australia,lost,89 runs,,won,2nd,Pakistan,Nottingham,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=3;template=results;type=team;view=results,2021-02-12
England,won,8 wickets,277,277,lost,Canada,Manchester,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=3;template=results;type=team;view=results,2021-02-12
Canada,lost,8 wickets,277,277,won,England,Manchester,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=3;template=results;type=team;view=results,2021-02-12
Sri,Lanka,won 47,runs,runs,lost,India,Manchester,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=3;template=results;type=team;view=results,2021-02-12
India,lost,47 runs,won,won,2nd,Lanka,Manchester,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=3;template=results;type=team;view=results,2021-02-12
West,Indies,won 32,runs,lost,1st,New Zealand,Nottingham,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=3;template=results;type=team;view=results,2021-02-12
New,Zealand,lost 32,runs,won,2nd,West Indies,Nottingham,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=3;template=results;type=team;view=results,2021-02-12
Australia,won,7 wickets,204,204,won,Canada,Birmingham,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=3;template=results;type=team;view=results,2021-02-12
Canada,lost,7 wickets,204,204,lost,Australia,Birmingham,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=3;template=results;type=team;view=results,2021-02-12
England,won,14 runs,,lost,1st,Pakistan,Leeds,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=3;template=results;type=team;view=results,2021-02-12
Pakistan,lost,14 runs,,won,2nd,England,Leeds,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=3;template=results;type=team;view=results,2021-02-12
England,won,9 runs,lost,lost,1st,Zealand,Manchester,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=3;template=results;type=team;view=results,2021-02-12
New,Zealand,lost 9,runs,runs,won,England,Manchester,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=3;template=results;type=team;view=results,2021-02-12
West,Indies,won 43,runs,lost,1st,Pakistan The,Oval,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=3;template=results;type=team;view=results,2021-02-12
Pakistan,lost,43 runs,won,2nd,v,Indies The,Oval,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=3;template=results;type=team;view=results,2021-02-12
West,Indies,won 92,runs,runs,lost,England,Lord's,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
England,lost,92 runs,won,won,2nd,Indies,Lord's,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
Australia,won,5 wickets,17,won,2nd,West Indies,Sydney,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
West,Indies,lost 5,wickets,17,lost,v Australia,Sydney,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
England,won,2 runs,lost,lost,1st,Indies,Sydney,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
West,Indies,lost 2,runs,runs,won,England,Sydney,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
England,won,3 wickets,6,6,won,Australia,Melbourne,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
Australia,lost,3 wickets,6,6,lost,England,Melbourne,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
West,Indies,won 80,runs,runs,lost,Australia,Melbourne,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
Australia,lost,80 runs,won,won,2nd,Indies,Melbourne,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
England,won,72 runs,,won,1st,Australia,Sydney,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
Australia,lost,72 runs,,lost,2nd,England,Sydney,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
Australia,won,7 runs,lost,lost,1st,Indies,Sydney,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
West,Indies,lost 7,runs,runs,won,Australia,Sydney,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
West,Indies,won 9,wickets,19,won,v England,Brisbane,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
England,lost,9 wickets,19,lost,1st,West Indies,Brisbane,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
England,won,4 wickets,11,11,lost,Australia,Sydney,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
Australia,lost,4 wickets,11,11,won,England,Sydney,1979,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
England,aban,- -,,-,v,Indies,Melbourne,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
West,Indies,aban -,,-,-,England,Melbourne,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
England,won,2 wickets,7,7,won,Australia,Sydney,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
Australia,lost,2 wickets,7,7,lost,England,Sydney,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
West,Indies,won 107,runs,runs,lost,England,Adelaide,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
England,lost,107 runs,won,won,2nd,Indies,Adelaide,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
Australia,won,9 runs,won,won,1st,Indies,Sydney,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
West,Indies,lost 9,runs,runs,lost,Australia,Sydney,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
West,Indies,won 2,runs,runs,lost,England,Melbourne,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
England,lost,2 runs,won,won,2nd,Indies,Melbourne,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
West,Indies,won 8,wickets,15,lost,v England,Sydney,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
England,lost,8 wickets,15,won,1st,West Indies,Sydney,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
New,Zealand,won 1,wickets,2,won,v West,Christchurch,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
West,Indies,lost 1,wickets,2,lost,v New,Christchurch,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
West,Indies,won 24,runs,runs,lost,England,Leeds,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
England,lost,24 runs,won,won,2nd,Indies,Leeds,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
England,won,3 wickets,3,won,2nd,West Indies,Lord's,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
West,Indies,lost 3,wickets,3,lost,v England,Lord's,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
England,won,23 runs,lost,lost,1st,The,Oval,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
Australia,lost,23 runs,won,won,2nd,The,Oval,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
England,won,47 runs,,lost,1st,Australia,Birmingham,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
Australia,lost,47 runs,,won,2nd,England,Birmingham,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
West,Indies,won 4,wickets,0,won,v Pakistan,Karachi,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
Pakistan,lost,4 wickets,0,lost,1st,West Indies,Karachi,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
New,Zealand,won 3,wickets,5,won,v Australia,Adelaide,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
Australia,lost,3 wickets,5,lost,1st,New Zealand,Adelaide,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
Australia,won,94 runs,won,won,1st,Zealand,Sydney,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
New,Zealand,lost 94,runs,runs,lost,Australia,Sydney,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
West,Indies,won 7,wickets,27,won,v Pakistan,Sialkot,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
Pakistan,lost,7 wickets,27,lost,1st,West Indies,Sialkot,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
India,won,66 runs,,lost,1st,Australia,Melbourne,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
Australia,lost,66 runs,,won,2nd,India,Melbourne,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=4;template=results;type=team;view=results,2021-02-12
Australia,won,4 wickets,16,lost,2nd,New Zealand,Melbourne,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=5;template=results;type=team;view=results,2021-02-12
New,Zealand,lost 4,wickets,16,won,v Australia,Melbourne,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=5;template=results;type=team;view=results,2021-02-12
India,won,5 runs,won,won,1st,Zealand,Perth,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=5;template=results;type=team;view=results,2021-02-12
New,Zealand,lost 5,runs,runs,lost,India,Perth,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=5;template=results;type=team;view=results,2021-02-12
Australia,won,9 wickets,40,40,won,India,Sydney,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=5;template=results;type=team;view=results,2021-02-12
India,lost,9 wickets,40,40,lost,Australia,Sydney,1980,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=5;template=results;type=team;view=results,2021-02-12
