team,result,margin,br,toss,bat,opposition,ground,date
India,0.0,52 run,58.0,1.0,2.0,West Indies,Spain,1983
New Zealand,1.0, 14 run,58.0,1.0,2.0,Australia,Sydney,1983
Australia,0.0,14 run,58.0,1.0,2.0,New Zealand,Sydney,1983
New Zealand,1.0, 7 wicke,58.0,1.0,1.0,Sri Lanka,Napier,1983
Sri Lanka,0.0, 7 wicke,58.0,1.0,1.0,New Zealand,Napier,1983
New Zealand,1.0, 116 run,58.0,1.0,1.0,Sri Lanka,Auckland,1983
Sri Lanka,0.0, 116 run,58.0,0.0,2.0,New Zealand,Auckland,1983
India,1.0,27 run,58.0,0.0,1.0,West Indies,Albion,1983
West Indies,0.0, 27 run,58.0,0.0,1.0,India,Albion,1983
West Indies,1.0, 7 wicke,58.0,0.0,1.0,India,George's,1983
India,0.0,7 wicke,58.0,0.0,1.0,West Indies,George's,1983
Sri Lanka,1.0, 2 wicke,5.0,1.0,1.0,Australia,Colombo,1983
Australia,0.0,2 wicke,5.0,1.0,1.0,Sri Lanka,Colombo,1983
Sri Lanka,1.0, 4 wicke,10.0,0.0,1.0,Australia,Colombo,1983
Australia,0.0,4 wicke,10.0,0.0,1.0,Sri Lanka,Colombo,1983
England,1.0,106 run,135.0,0.0,2.0,New Zealand,Oval,1983
New Zealand,0.0, 106 run,135.0,0.0,2.0,England,Oval,1983
Pakistan,1.0,50 run,135.0,0.0,1.0,Sri Lanka,Swansea,1983
Sri Lanka,0.0, 50 run,135.0,0.0,1.0,Pakistan,Swansea,1983
Zimbabwe,1.0,13 run,135.0,0.0,1.0,Australia,Nottingham,1983
Australia,0.0,13 run,135.0,1.0,2.0,Zimbabwe,Nottingham,1983
India,1.0,34 run,135.0,0.0,1.0,West Indies,Manchester,1983
West Indies,0.0, 34 run,135.0,1.0,1.0,India,Manchester,1983
England,1.0,47 run,135.0,1.0,1.0,Sri Lanka,Taunton,1983
Sri Lanka,0.0, 47 run,135.0,1.0,2.0,England,Taunton,1983
New Zealand,1.0, 52 run,135.0,1.0,2.0,Pakistan,Birmingham,1983
Pakistan,0.0,52 run,135.0,1.0,2.0,New Zealand,Birmingham,1983
West Indies,1.0, 101 run,135.0,1.0,2.0,Australia,Leeds,1983
Australia,0.0,101 run,135.0,1.0,2.0,West Indies,Leeds,1983
India,1.0,5 wicke,135.0,1.0,1.0,Zimbabwe,Leicester,1983
Zimbabwe,0.0,5 wicke,135.0,1.0,1.0,India,Leicester,1983
England,1.0,8 wicke,56.0,1.0,1.0,Pakistan,Lord's,1983
Pakistan,0.0,8 wicke,56.0,1.0,1.0,England,Lord's,1983
New Zealand,1.0, 5 wicke,69.0,1.0,1.0,Sri Lanka,Bristol,1983
Sri Lanka,0.0, 5 wicke,69.0,1.0,1.0,New Zealand,Bristol,1983
Australia,1.0,162 run,69.0,1.0,1.0,India,Nottingham,1983
India,0.0,162 run,69.0,0.0,2.0,Australia,Nottingham,1983
West Indies,1.0, 8 wicke,69.0,0.0,1.0,Zimbabwe,Worcester,1983
Zimbabwe,0.0,8 wicke,69.0,0.0,1.0,West Indies,Worcester,1983
New Zealand,1.0, 2 wicke,1.0,1.0,1.0,England,Birmingham,1983
England,0.0,2 wicke,1.0,1.0,1.0,New Zealand,Birmingham,1983
West Indies,1.0, 66 run,16.0,1.0,1.0,India,Oval,1983
India,0.0,66 run,16.0,0.0,1.0,West Indies,Oval,1983
Pakistan,1.0,11 run,16.0,0.0,1.0,Sri Lanka,Leeds,1983
Sri Lanka,0.0, 11 run,16.0,1.0,1.0,Pakistan,Leeds,1983
Australia,1.0,32 run,16.0,1.0,1.0,Zimbabwe,Southampton,1983
Zimbabwe,0.0,32 run,16.0,0.0,2.0,Australia,Southampton,1983
England,1.0,7 wicke,16.0,1.0,1.0,Pakistan,Manchester,1983
Pakistan,0.0,7 wicke,16.0,1.0,1.0,England,Manchester,1983
Sri Lanka,1.0, 3 wicke,13.0,1.0,1.0,New Zealand,Derby,1983
New Zealand,0.0, 3 wicke,13.0,1.0,1.0,Sri Lanka,Derby,1983
West Indies,1.0, 7 wicke,13.0,1.0,1.0,Australia,Lord's,1983
Australia,0.0,7 wicke,13.0,1.0,1.0,West Indies,Lord's,1983
England,1.0,9 wicke,215.0,1.0,2.0,Sri Lanka,Leeds,1983
Sri Lanka,0.0, 9 wicke,89.0,1.0,1.0,England,Leeds,1983
Pakistan,1.0,11 run,89.0,1.0,1.0,New Zealand,Nottingham,1983
New Zealand,0.0, 11 run,89.0,1.0,1.0,Pakistan,Nottingham,1983
India,1.0,118 run,89.0,1.0,1.0,Australia,Chelmsford,1983
Australia,0.0,118 run,89.0,0.0,2.0,India,Chelmsford,1983
West Indies,1.0, 10 wicke,89.0,1.0,1.0,Zimbabwe,Birmingham,1983
Zimbabwe,0.0,10 wicke,89.0,1.0,1.0,West Indies,Birmingham,1983
India,1.0,6 wicke,32.0,0.0,1.0,England,Manchester,1983
England,0.0,6 wicke,32.0,0.0,1.0,India,Manchester,1983
West Indies,1.0, 8 wicke,68.0,0.0,1.0,Pakistan,Oval,1983
Pakistan,0.0,8 wicke,68.0,0.0,1.0,West Indies,Oval,1983
India,1.0,43 run,18.0,0.0,1.0,West Indies,Lord's,1983
West Indies,0.0, 43 run,18.0,1.0,2.0,India,Lord's,1983
India,1.0,4 wicke,18.0,1.0,2.0,Pakistan,Hydrabad,1983
Pakistan,0.0,4 wicke,18.0,0.0,1.0,India,Hydrabad,1983
India,1.0,4 wicke,32.0,0.0,1.0,Pakistan,Jaipur,1983
Pakistan,0.0,4 wicke,32.0,0.0,1.0,India,Jaipur,1983
West Indies,1.0, 28 run,7.0,0.0,1.0,India,Nairobi,1983
India,0.0,28 run,7.0,0.0,1.0,West Indies,Nairobi,1983
West Indies,1.0, 4 wicke,7.0,1.0,1.0,India,Vadodara,1983
India,0.0,4 wicke,7.0,1.0,1.0,West Indies,Vadodara,1983
West Indies,1.0, 8 wicke,10.0,1.0,1.0,India,Indore,1983
India,0.0,8 wicke,10.0,1.0,1.0,West Indies,Indore,1983
West Indies,1.0, 104 run,14.0,1.0,2.0,India,Jamshedpur,1983
India,0.0,104 run,14.0,1.0,2.0,West Indies,Jamshedpur,1983
West Indies,1.0, 6 wicke,14.0,0.0,1.0,India,Guwahati,1983
India,0.0,6 wicke,14.0,0.0,1.0,West Indies,Guwahati,1983
West Indies,1.0, 27 run,58.0,0.0,2.0,Australia,Melbourne,1984
Australia,0.0,27 run,58.0,0.0,2.0,West Indies,Melbourne,1984
Australia,1.0,34 run,58.0,0.0,1.0,Pakistan,Sydney,1984
Pakistan,0.0,34 run,58.0,1.0,2.0,Australia,Sydney,1984
Pakistan,1.0,97 run,58.0,1.0,1.0,West Indies,Melbourne,1984
West Indies,0.0, 97 run,58.0,1.0,1.0,Pakistan,Melbourne,1984
West Indies,1.0, 5 wicke,58.0,1.0,1.0,Pakistan,Brisbane,1984
Pakistan,0.0,5 wicke,58.0,1.0,1.0,West Indies,Brisbane,1984
West Indies,1.0, 28 run,9.0,0.0,2.0,Australia,Sydney,1984
Australia,0.0,28 run,9.0,0.0,2.0,West Indies,Sydney,1984
West Indies,1.0, 5 wicke,9.0,1.0,1.0,Pakistan,Sydney,1984
Pakistan,0.0,5 wicke,9.0,1.0,1.0,West Indies,Sydney,1984
Australia,1.0,43 run,5.0,1.0,1.0,Pakistan,Melbourne,1984
Pakistan,0.0,43 run,5.0,0.0,2.0,Australia,Melbourne,1984
West Indies,1.0, 26 run,5.0,0.0,2.0,Australia,Melbourne,1984
Australia,0.0,26 run,5.0,0.0,2.0,West Indies,Melbourne,1984
Australia,1.0,87 run,5.0,1.0,1.0,Pakistan,Sydney,1984
Pakistan,0.0,87 run,5.0,0.0,2.0,Australia,Sydney,1984
West Indies,1.0, 1 wicke,5.0,1.0,1.0,Pakistan,Adelaide,1984
Pakistan,0.0,1 wicke,5.0,1.0,1.0,West Indies,Adelaide,1984
West Indies,1.0, 6 wicke,29.0,1.0,1.0,Australia,Adelaide,1984
Australia,0.0,6 wicke,29.0,1.0,1.0,West Indies,Adelaide,1984
Australia,1.0,70 run,30.0,1.0,1.0,Pakistan,Adelaide,1984
Pakistan,0.0,70 run,30.0,0.0,2.0,Australia,Adelaide,1984
West Indies,1.0, 7 wicke,30.0,1.0,1.0,Pakistan,Perth,1984
Pakistan,0.0,7 wicke,30.0,1.0,1.0,West Indies,Perth,1984
Australia,1.0,14 run,17.0,1.0,1.0,West Indies,Perth,1984
West Indies,0.0, 14 run,17.0,0.0,1.0,Australia,Perth,1984
West Indies,1.0, 9 wicke,17.0,0.0,1.0,Australia,Sydney,1984
Australia,0.0,9 wicke,17.0,0.0,1.0,West Indies,Sydney,1984
Australia,1.0, 6 wicke,27.0,1.0,1.0,West Indies,Melbourne,1984
West Indies,1.0, 6 wicke,27.0,1.0,1.0,Australia,Melbourne,1984
West Indies,1.0, 6 wicke,27.0,1.0,1.0,Australia,Melbourne,1984
Australia,0.0,6 wicke,27.0,1.0,1.0,West Indies,Melbourne,1984
England,1.0,54 run,29.0,0.0,1.0,New Zealand,Christchurch,1984
New Zealand,0.0, 54 run,29.0,0.0,2.0,England,Christchurch,1984
England,1.0,6 wicke,29.0,0.0,2.0,New Zealand,Wellington,1984
New Zealand,0.0, 6 wicke,27.0,1.0,1.0,England,Wellington,1984
New Zealand,1.0, 7 wicke,27.0,1.0,1.0,England,Auckland,1984
England,0.0,7 wicke,27.0,1.0,1.0,New Zealand,Auckland,1984
West Indies,1.0, 8 wicke,12.0,1.0,1.0,Australia,Albion,1984
Australia,0.0,8 wicke,12.0,1.0,1.0,West Indies,Albion,1984
New Zealand,1.0, 104 run,8.0,0.0,1.0,Sri Lanka,Colombo,1984
Sri Lanka,0.0, 104 run,8.0,1.0,2.0,New Zealand,Colombo,1984
Pakistan,1.0,6 wicke,8.0,0.0,1.0,England,Lahore,1984
England,0.0,6 wicke,8.0,0.0,1.0,Pakistan,Lahore,1984
England,1.0,6 wicke,8.0,0.0,1.0,Pakistan,Karachi,1984
Pakistan,0.0,6 wicke,8.0,0.0,1.0,England,Karachi,1984
Sri Lanka,1.0, 41 run,15.0,0.0,1.0,New Zealand,Moratuwa,1984
New Zealand,0.0, 41 run,15.0,1.0,2.0,Sri Lanka,Moratuwa,1984
New Zealand,1.0, 86 run,15.0,0.0,1.0,Sri Lanka,Colombo,1984
Sri Lanka,0.0, 86 run,15.0,1.0,2.0,New Zealand,Colombo,1984
Sri Lanka,1.0, 5 wicke,15.0,0.0,1.0,Pakistan,Sharjah,1984
Pakistan,0.0,5 wicke,15.0,0.0,1.0,Sri Lanka,Sharjah,1984
India,1.0,10 wicke,170.0,1.0,2.0,Sri Lanka,Sharjah,1984
Sri Lanka,0.0, 10 wicke,20.0,1.0,1.0,India,Sharjah,1984
India,1.0,54 run,20.0,1.0,1.0,Pakistan,Sharjah,1984
Pakistan,0.0,54 run,20.0,0.0,2.0,India,Sharjah,1984
West Indies,1.0, 7 wicke,20.0,0.0,1.0,Australia,Castries,1984
Australia,0.0,7 wicke,20.0,0.0,1.0,West Indies,Castries,1984
West Indies,1.0, 9 wicke,14.0,0.0,1.0,Australia,Kingston,1984
Australia,0.0,9 wicke,14.0,0.0,1.0,West Indies,Kingston,1984
West Indies,1.0, 104 run,13.0,0.0,2.0,England,Manchester,1984
England,0.0,104 run,13.0,0.0,2.0,West Indies,Manchester,1984
England,1.0,3 wicke,13.0,1.0,2.0,West Indies,Nottingham,1984
West Indies,0.0, 3 wicke,49.0,0.0,1.0,England,Nottingham,1984
West Indies,1.0, 8 wicke,49.0,0.0,1.0,England,Lord's,1984
England,0.0,8 wicke,49.0,0.0,1.0,West Indies,Lord's,1984
Australia,1.0,48 run,13.0,1.0,1.0,New Zealand,Delhi,1984
India,0.0,48 run,13.0,0.0,2.0,New Zealand,Delhi,1984
Australia,1.0,7 wicke,13.0,0.0,1.0,India,Ahmedabad,1984
India,0.0,7 wicke,13.0,0.0,1.0,Australia,Ahmedabad,1984
Australia,1.0,6 wicke,23.0,0.0,1.0,India,Indore,1984
India,0.0,6 wicke,23.0,0.0,1.0,Australia,Indore,1984
Pakistan,1.0,46 run,10.0,0.0,1.0,India,Quetta,1984
India,0.0,46 run,10.0,1.0,2.0,Pakistan,Quetta,1984
New Zealand,1.0, 7 wicke,10.0,0.0,1.0,Sri Lanka,Moratuwa,1984
Sri Lanka,0.0, 7 wicke,10.0,0.0,1.0,New Zealand,Moratuwa,1984
Pakistan,1.0,46 run,10.0,0.0,1.0,New Zealand,Peshawar,1984
New Zealand,0.0, 46 run,10.0,0.0,1.0,Pakistan,Peshawar,1984
Pakistan,1.0,5 run,10.0,0.0,1.0,New Zealand,Faisalabad,1984
New Zealand,0.0, 5 run,10.0,1.0,2.0,Pakistan,Faisalabad,1984
New Zealand,1.0, 34 run,10.0,1.0,2.0,Pakistan,Sialkot,1984
Pakistan,0.0,34 run,10.0,1.0,2.0,New Zealand,Sialkot,1984
England,1.0,4 wicke,10.0,0.0,2.0,India,Pune,1984
India,0.0,4 wicke,10.0,0.0,2.0,England,Pune,1984
Pakistan,1.0,1 wicke,0.0,0.0,2.0,New Zealand,Multan,1984
New Zealand,0.0, 1 wicke,31.0,1.0,2.0,Pakistan,Multan,1984
England,1.0,1 run,31.0,1.0,2.0,India,Cuttack,1984
India,0.0,1 run,31.0,0.0,1.0,England,Cuttack,1984
West Indies,1.0, 7 wicke,31.0,0.0,1.0,Australia,Melbourne,1985
Australia,0.0,7 wicke,31.0,0.0,1.0,West Indies,Melbourne,1985
Australia,1.0,6 wicke,16.0,0.0,2.0,Sri Lanka,Sydney,1985
Sri Lanka,0.0, 6 wicke,74.0,0.0,2.0,Australia,Sydney,1985
West Indies,1.0, 8 wicke,74.0,0.0,2.0,Sri Lanka,Hobart,1985
Sri Lanka,0.0, 8 wicke,74.0,0.0,2.0,West Indies,Hobart,1985
New Zealand,1.0, 110 run,74.0,0.0,2.0,Pakistan,Napier,1985
Pakistan,0.0,110 run,74.0,0.0,2.0,New Zealand,Napier,1985
West Indies,1.0, 90 run,74.0,0.0,1.0,Sri Lanka,Brisbane,1985
Sri Lanka,0.0, 90 run,74.0,1.0,2.0,West Indies,Brisbane,1985
West Indies,1.0, 5 wicke,74.0,0.0,1.0,Australia,Brisbane,1985
Australia,0.0,5 wicke,74.0,0.0,1.0,West Indies,Brisbane,1985
New Zealand,1.0, 4 wicke,7.0,1.0,1.0,Pakistan,Hamilton,1985
Pakistan,0.0,4 wicke,7.0,1.0,1.0,New Zealand,Hamilton,1985
West Indies,1.0, 5 wicke,39.0,1.0,1.0,Australia,Sydney,1985
Australia,0.0,5 wicke,39.0,1.0,1.0,West Indies,Sydney,1985
West Indies,1.0, 65 run,4.0,1.0,1.0,Sri Lanka,Sydney,1985
Sri Lanka,0.0, 65 run,4.0,0.0,2.0,West Indies,Sydney,1985
Sri Lanka,1.0, 4 wicke,4.0,0.0,1.0,Australia,Melbourne,1985
Australia,0.0,4 wicke,4.0,0.0,1.0,Sri Lanka,Melbourne,1985
West Indies,1.0, 65 run,6.0,1.0,2.0,Australia,Melbourne,1985
Australia,0.0,65 run,6.0,1.0,2.0,West Indies,Melbourne,1985
England,1.0,3 wicke,6.0,1.0,2.0,India,Bengaluru,1985
India,0.0,3 wicke,6.0,1.0,2.0,England,Bengaluru,1985
Australia,1.0,3 wicke,17.0,1.0,2.0,Sri Lanka,Sydney,1985
Sri Lanka,0.0, 3 wicke,14.0,0.0,1.0,Australia,Sydney,1985
India,1.0,3 wicke,14.0,0.0,1.0,England,Nagpur,1985
England,0.0,3 wicke,14.0,0.0,1.0,India,Nagpur,1985
West Indies,1.0, 8 wicke,38.0,0.0,1.0,Sri Lanka,Adelaide,1985
Sri Lanka,0.0, 8 wicke,38.0,0.0,1.0,West Indies,Adelaide,1985
West Indies,1.0, 6 wicke,38.0,0.0,1.0,Australia,Adelaide,1985
Australia,0.0,6 wicke,38.0,0.0,1.0,West Indies,Adelaide,1985
England,1.0,7 run,157.0,0.0,1.0,India,Chandigarh,1985
India,0.0,7 run,157.0,1.0,2.0,England,Chandigarh,1985
Australia,1.0,232 run,157.0,0.0,1.0,Sri Lanka,Adelaide,1985
Sri Lanka,0.0, 232 run,157.0,0.0,1.0,Australia,Adelaide,1985
West Indies,1.0, 82 run,157.0,0.0,1.0,Sri Lanka,Perth,1985
Sri Lanka,0.0, 82 run,157.0,1.0,2.0,West Indies,Perth,1985
Australia,1.0,9 wicke,157.0,0.0,2.0,Sri Lanka,Perth,1985
Sri Lanka,0.0, 9 wicke,4.0,0.0,2.0,Australia,Perth,1985
New Zealand,1.0, 13 run,4.0,0.0,2.0,Pakistan,Christchurch,1985
Pakistan,0.0,13 run,4.0,0.0,2.0,New Zealand,Christchurch,1985
Australia,1.0,26 run,4.0,0.0,1.0,West Indies,Sydney,1985
West Indies,0.0, 26 run,4.0,0.0,1.0,Australia,Sydney,1985
West Indies,1.0, 4 wicke,4.0,0.0,1.0,Australia,Melbourne,1985
Australia,0.0,4 wicke,4.0,0.0,1.0,West Indies,Melbourne,1985
West Indies,1.0, 7 wicke,18.0,0.0,1.0,Australia,Sydney,1985
Australia,0.0,7 wicke,18.0,0.0,1.0,West Indies,Sydney,1985
New Zealand,1.0,7 wicke,22.0,0.0,2.0,Pakistan,Auckland,1985
Pakistan,1.0,7 wicke,22.0,1.0,1.0,New Zealand,Auckland,1985
Australia,1.0,7 wicke,22.0,1.0,1.0,England,Melbourne,1985
England,0.0,7 wicke,22.0,1.0,1.0,Australia,Melbourne,1985
New Zealand,1.0,6 wicke,25.0,1.0,1.0,West Indies,Sydney,1985
West Indies,1.0,6 wicke,25.0,0.0,2.0,New Zealand,Sydney,1985
India,1.0,6 wicke,25.0,0.0,1.0,Pakistan,Melbourne,1985
Pakistan,0.0,6 wicke,25.0,0.0,1.0,India,Melbourne,1985
New Zealand,1.0, 51 run,83.0,0.0,1.0,Sri Lanka,Melbourne,1985
Sri Lanka,0.0, 51 run,83.0,1.0,2.0,New Zealand,Melbourne,1985
Pakistan,1.0,62 run,83.0,0.0,1.0,Australia,Melbourne,1985
Australia,0.0,62 run,83.0,1.0,2.0,Pakistan,Melbourne,1985
India,1.0,86 run,83.0,0.0,1.0,England,Sydney,1985
England,0.0,86 run,83.0,1.0,2.0,India,Sydney,1985
West Indies,1.0, 8 wicke,83.0,1.0,1.0,Sri Lanka,Melbourne,1985
Sri Lanka,0.0, 8 wicke,83.0,1.0,1.0,West Indies,Melbourne,1985
Pakistan,1.0,67 run,83.0,1.0,1.0,England,Melbourne,1985
England,0.0,67 run,83.0,0.0,2.0,Pakistan,Melbourne,1985
India,1.0,8 wicke,83.0,1.0,2.0,Australia,Melbourne,1985
Australia,0.0,8 wicke,83.0,1.0,2.0,India,Melbourne,1985
India,1.0,7 wicke,39.0,1.0,2.0,New Zealand,Sydney,1985
New Zealand,0.0, 7 wicke,24.0,0.0,2.0,India,Sydney,1985
Pakistan,1.0,7 wicke,24.0,0.0,2.0,West Indies,Melbourne,1985
West Indies,0.0, 7 wicke,17.0,0.0,1.0,Pakistan,Melbourne,1985
West Indies,1.0, 6 wicke,17.0,0.0,1.0,New Zealand,Sydney,1985
New Zealand,0.0, 6 wicke,17.0,0.0,1.0,West Indies,Sydney,1985
India,1.0,8 wicke,17.0,0.0,1.0,Pakistan,Melbourne,1985
Pakistan,0.0,8 wicke,17.0,0.0,1.0,India,Melbourne,1985
West Indies,1.0, 23 run,0.0,0.0,1.0,New Zealand,John's,1985
New Zealand,0.0, 23 run,0.0,1.0,2.0,West Indies,John's,1985
India,1.0,38 run,0.0,0.0,1.0,Pakistan,Sharjah,1985
Pakistan,0.0,38 run,0.0,1.0,2.0,India,Sharjah,1985
Australia,1.0,2 wicke,0.0,0.0,1.0,England,Sharjah,1985
England,0.0,2 wicke,0.0,0.0,1.0,Australia,Sharjah,1985
Pakistan,1.0,43 run,64.0,0.0,1.0,England,Sharjah,1985
England,0.0,43 run,64.0,1.0,2.0,Pakistan,Sharjah,1985
India,1.0,3 wicke,64.0,0.0,1.0,Australia,Sharjah,1985
Australia,0.0,3 wicke,64.0,0.0,1.0,India,Sharjah,1985
West Indies,1.0, 130 run,5.0,0.0,1.0,New Zealand,Albion,1985
New Zealand,0.0, 130 run,5.0,1.0,2.0,West Indies,Albion,1985
West Indies,1.0, 112 run,5.0,0.0,1.0,New Zealand,Bridgetown,1985
New Zealand,0.0, 112 run,5.0,1.0,2.0,West Indies,Bridgetown,1985
Australia,1.0,3 wicke,5.0,1.0,2.0,England,Manchester,1985
England,0.0,3 wicke,5.0,1.0,2.0,Australia,Manchester,1985
Australia,1.0,4 wicke,6.0,1.0,2.0,England,Birmingham,1985
England,0.0,4 wicke,6.0,1.0,2.0,Australia,Birmingham,1985
England,1.0,8 wicke,36.0,1.0,2.0,Australia,Lord's,1985
Australia,0.0,8 wicke,36.0,1.0,2.0,England,Lord's,1985
India,1.0,2 wicke,3.0,1.0,2.0,Sri Lanka,Colombo,1985
Sri Lanka,0.0, 2 wicke,43.0,0.0,1.0,India,Colombo,1985
Sri Lanka,1.0, 14 run,43.0,0.0,1.0,India,Colombo,1985
India,0.0,14 run,43.0,1.0,2.0,Sri Lanka,Colombo,1985
Pakistan,1.0,8 wicke,43.0,1.0,2.0,Sri Lanka,Peshawar,1985
Sri Lanka,0.0, 8 wicke,9.0,0.0,1.0,Pakistan,Peshawar,1985
Pakistan,1.0,15 run,9.0,0.0,1.0,Sri Lanka,Gujranwala,1985
Sri Lanka,0.0, 15 run,9.0,1.0,2.0,Pakistan,Gujranwala,1985
Pakistan,1.0,5 wicke,9.0,1.0,2.0,Sri Lanka,Lahore,1985
Sri Lanka,0.0, 5 wicke,5.0,1.0,2.0,Pakistan,Lahore,1985
Pakistan,1.0,89 run,5.0,1.0,2.0,Sri Lanka,Hydrabad,1985
Sri Lanka,0.0, 89 run,5.0,1.0,2.0,Pakistan,Hydrabad,1985
West Indies,1.0, 7 wicke,5.0,1.0,1.0,Pakistan,Sharjah,1985
Pakistan,0.0,7 wicke,5.0,1.0,1.0,West Indies,Sharjah,1985
Pakistan,1.0,48 run,21.0,0.0,1.0,India,Sharjah,1985
India,0.0,48 run,21.0,1.0,2.0,Pakistan,Sharjah,1985
West Indies,1.0, 8 wicke,21.0,1.0,1.0,India,Sharjah,1985
India,0.0,8 wicke,21.0,1.0,1.0,West Indies,Sharjah,1985
West Indies,1.0, 8 wicke,27.0,0.0,1.0,Pakistan,Gujranwala,1985
Pakistan,0.0,8 wicke,27.0,0.0,1.0,West Indies,Gujranwala,1985
Pakistan,1.0,6 wicke,9.0,1.0,2.0,West Indies,Lahore,1985
West Indies,0.0, 6 wicke,5.0,0.0,2.0,Pakistan,Lahore,1985
West Indies,1.0, 40 run,5.0,0.0,2.0,Pakistan,Peshawar,1985
Pakistan,0.0,40 run,5.0,0.0,2.0,West Indies,Peshawar,1985
Pakistan,1.0,5 wicke,5.0,1.0,2.0,West Indies,Rawalpindi,1985
West Indies,0.0, 5 wicke,23.0,0.0,1.0,Pakistan,Rawalpindi,1985
West Indies,1.0, 8 wicke,23.0,0.0,1.0,Pakistan,Karachi,1985
Pakistan,0.0,8 wicke,23.0,0.0,1.0,West Indies,Karachi,1985
Australia,1.0,5 wicke,12.0,0.0,1.0,New Zealand,Melbourne,1986
New Zealand,1.0,5 wicke,12.0,0.0,1.0,Australia,Melbourne,1986
India,1.0,5 wicke,12.0,1.0,2.0,New Zealand,Brisbane,1986
New Zealand,0.0, 5 wicke,28.0,1.0,2.0,India,Brisbane,1986
Australia,1.0,4 wicke,28.0,1.0,2.0,India,Brisbane,1986
India,0.0,4 wicke,28.0,1.0,2.0,Australia,Brisbane,1986
Australia,1.0,4 wicke,29.0,1.0,2.0,New Zealand,Sydney,1986
New Zealand,0.0, 4 wicke,28.0,0.0,1.0,Australia,Sydney,1986
India,1.0,8 wicke,28.0,0.0,1.0,Australia,Melbourne,1986
Australia,0.0,8 wicke,28.0,0.0,1.0,India,Melbourne,1986
New Zealand,1.0, 3 wicke,59.0,0.0,1.0,India,Perth,1986
India,0.0,3 wicke,59.0,0.0,1.0,New Zealand,Perth,1986
Australia,1.0,4 wicke,29.0,1.0,2.0,New Zealand,Perth,1986
New Zealand,0.0, 4 wicke,1.0,0.0,1.0,Australia,Perth,1986
Australia,1.0,100 run,1.0,0.0,1.0,India,Sydney,1986
India,0.0,100 run,1.0,1.0,2.0,Australia,Sydney,1986
New Zealand,1.0, 5 wicke,1.0,0.0,1.0,India,Melbourne,1986
India,0.0,5 wicke,1.0,0.0,1.0,New Zealand,Melbourne,1986
India,1.0,5 wicke,24.0,1.0,2.0,New Zealand,Adelaide,1986
New Zealand,0.0, 5 wicke,7.0,0.0,1.0,India,Adelaide,1986
Australia,1.0,36 run,7.0,0.0,1.0,India,Adelaide,1986
India,0.0,36 run,7.0,1.0,2.0,Australia,Adelaide,1986
New Zealand,1.0, 206 run,7.0,0.0,2.0,Australia,Adelaide,1986
Australia,0.0,206 run,7.0,0.0,2.0,New Zealand,Adelaide,1986
Australia,1.0,99 run,7.0,1.0,1.0,New Zealand,Sydney,1986
New Zealand,0.0, 99 run,7.0,0.0,1.0,Australia,Sydney,1986
India,1.0,6 wicke,7.0,0.0,1.0,Australia,Melbourne,1986
Australia,0.0,6 wicke,7.0,0.0,1.0,India,Melbourne,1986
India,1.0,22 run,16.0,0.0,1.0,New Zealand,Launceston,1986
New Zealand,0.0, 22 run,16.0,0.0,1.0,India,Launceston,1986
Australia,1.0,11 run,16.0,0.0,1.0,India,Sydney,1986
India,0.0,11 run,16.0,1.0,2.0,Australia,Sydney,1986
Australia,1.0,7 wicke,16.0,0.0,1.0,India,Melbourne,1986
India,0.0,7 wicke,16.0,0.0,1.0,Australia,Melbourne,1986
West Indies,1.0, 6 wicke,13.0,0.0,1.0,England,Kingston,1986
England,0.0,6 wicke,13.0,0.0,1.0,West Indies,Kingston,1986
Pakistan,1.0,8 wicke,9.0,1.0,2.0,Sri Lanka,Kandy,1986
Sri Lanka,0.0, 8 wicke,6.0,1.0,2.0,Pakistan,Kandy,1986
Pakistan,1.0,8 wicke,6.0,1.0,2.0,Sri Lanka,Moratuwa,1986
Sri Lanka,1.0,8 wicke,6.0,1.0,2.0,Pakistan,Moratuwa,1986
Pakistan,1.0,8 wicke,6.0,1.0,2.0,Sri Lanka,Colombo,1986
Sri Lanka,0.0, 8 wicke,3.0,1.0,2.0,Pakistan,Colombo,1986
New Zealand,1.0, 30 run,3.0,1.0,2.0,Australia,Dunedin,1986
Australia,0.0,30 run,3.0,1.0,2.0,New Zealand,Dunedin,1986
West Indies,1.0, 135 run,3.0,1.0,2.0,England,Bridgetown,1986
England,0.0,135 run,3.0,1.0,2.0,West Indies,Bridgetown,1986
New Zealand,1.0, 53 run,3.0,1.0,2.0,Australia,Christchurch,1986
Australia,0.0,53 run,3.0,1.0,2.0,New Zealand,Christchurch,1986
Australia,1.0,3 wicke,3.0,0.0,2.0,New Zealand,Wellington,1986
New Zealand,0.0, 3 wicke,77.0,1.0,1.0,Australia,Wellington,1986
Australia,1.0,44 run,77.0,1.0,1.0,New Zealand,Auckland,1986
New Zealand,0.0, 44 run,77.0,1.0,2.0,Australia,Auckland,1986
Pakistan,1.0,81 run,77.0,1.0,2.0,Sri Lanka,Colombo,1986
Sri Lanka,0.0, 81 run,77.0,1.0,2.0,Pakistan,Colombo,1986
Pakistan,1.0,7 wicke,77.0,0.0,1.0,Bangladesh,Moratuwa,1986
Bangladesh,0.0,7 wicke,77.0,0.0,1.0,Pakistan,Moratuwa,1986
Sri Lanka,1.0, 7 wicke,81.0,0.0,1.0,Bangladesh,Kandy,1986
